ID,team_id,country,team_code,confederation_name,region_name,tournament_id,tournament_name,year,matches_played,total_goals,stage_reached,hist_avg_goals,hist_total_goals,hist_appearances,hist_avg_matches,hist_last_goals,hist_last3_avg_goals,conf_year_avg_goals,conf_avg_goals,conf_size,confederation_encoded,region_encoded,country_encoded,stage_encoded,hist_momentum,hist_consistency,goals_per_match,hist_goals_per_match,is_host,conf_strength_vs_era
WC-2022_CMR,T-11,Cameroon,CMR,Confederation of African Football,Africa,WC-2022,2022 FIFA Men's World Cup,2022,3,4,group stage,2.5714285714285716,18,7,3.2857142857142856,1.0,1.6666666666666667,4.2,3.204081632653061,5,1,0,10,0,-1,2.0701966780270626,1.3333333333333333,2.5714285714285716,0,-1.1749999999999998
WC-1986_CAN,T-12,Canada,CAN,"Confederation of North, Central American and Caribbean Association Football",North America,WC-1986,1986 FIFA Men's World Cup,1986,3,0,group stage,3.218856698856699,0,0,3.1099993260707546,3.3714285714285714,3.461904761904762,3.0,3.0869565217391304,2,2,7,11,0,0,1.914945701178401,0.0,0.0,0,-2.5
WC-2022_CAN,T-12,Canada,CAN,"Confederation of North, Central American and Caribbean Association Football",North America,WC-2022,2022 FIFA Men's World Cup,2022,3,2,group stage,0.0,0,1,3.0,0.0,0.0,2.5,3.0869565217391304,4,2,7,11,0,0,1.914945701178401,0.6666666666666666,0.0,0,-2.875
WC-1930_CHL,T-13,Chile,CHL,South American Football Confederation,South America,WC-1930,1930 FIFA Men's World Cup,1930,3,5,group stage,7.409094674460387,0,0,3.7874188255307644,7.1125,7.189583333333333,6.428571428571429,6.921348314606742,7,4,9,12,0,0,4.969305233896636,1.6666666666666667,0.0,0,1.0439560439560438
WC-1950_CHL,T-13,Chile,CHL,South American Football Confederation,South America,WC-1950,1950 FIFA Men's World Cup,1950,3,5,group stage,5.0,5,1,3.0,5.0,5.0,8.8,6.921348314606742,5,4,9,12,0,0,4.969305233896636,1.6666666666666667,5.0,0,2.0307692307692315
WC-1962_CHL,T-13,Chile,CHL,South American Football Confederation,South America,WC-1962,1962 FIFA Men's World Cup,1962,6,10,third-place match,5.0,10,2,3.0,5.0,5.0,7.0,6.921348314606742,5,4,9,12,5,0,0.0,1.6666666666666667,5.0,1,1.4375
WC-1966_CHL,T-13,Chile,CHL,South American Football Confederation,South America,WC-1966,1966 FIFA Men's World Cup,1966,3,2,group stage,6.666666666666667,20,3,4.0,10.0,6.666666666666667,3.0,6.921348314606742,4,4,9,12,0,5,2.8867513459481287,0.6666666666666666,6.666666666666667,0,-2.5625
WC-1974_CHL,T-13,Chile,CHL,South American Football Confederation,South America,WC-1974,1974 FIFA Men's World Cup,1974,3,1,group stage,5.5,22,4,3.75,2.0,5.666666666666667,4.25,6.921348314606742,4,4,9,12,0,-8,3.3166247903554,0.3333333333333333,5.5,0,-1.8125
WC-1982_CHL,T-13,Chile,CHL,South American Football Confederation,South America,WC-1982,1982 FIFA Men's World Cup,1982,3,3,group stage,4.6,23,5,3.6,1.0,4.333333333333333,7.0,6.921348314606742,4,4,9,12,0,-1,3.5071355833500366,1.0,4.6,0,0.916666666666667
WC-1998_CHL,T-13,Chile,CHL,South American Football Confederation,South America,WC-1998,1998 FIFA Men's World Cup,1998,4,5,round of 16,4.333333333333333,26,6,3.5,3.0,2.0,6.6,6.921348314606742,5,4,9,12,2,2,3.2041639575194445,1.25,4.333333333333333,0,1.2562499999999996
WC-2010_CHL,T-13,Chile,CHL,South American Football Confederation,South America,WC-2010,2010 FIFA Men's World Cup,2010,4,3,round of 16,4.428571428571429,31,7,3.5714285714285716,5.0,3.0,7.2,6.921348314606742,5,4,9,12,2,2,2.9358214555806383,0.75,4.428571428571429,0,2.66875
WC-2014_CHL,T-13,Chile,CHL,South American Football Confederation,South America,WC-2014,2014 FIFA Men's World Cup,2014,4,6,round of 16,4.25,34,8,3.625,3.0,3.6666666666666665,7.333333333333333,6.921348314606742,6,4,9,12,2,-2,2.7645717829090897,1.5,4.25,0,1.989583333333333
WC-2002_CHN,T-14,China,CHN,Asian Football Confederation,East Asia,WC-2002,2002 FIFA Men's World Cup,2002,3,0,group stage,2.5287698412698414,0,0,3.2121775793650795,2.875,2.75,3.25,2.727272727272727,4,0,3,13,0,0,1.9742978550286596,0.0,0.0,0,-1.78125
WC-1962_COL,T-16,Colombia,COL,South American Football Confederation,South America,WC-1962,1962 FIFA Men's World Cup,1962,3,5,group stage,7.409094674460387,0,0,3.7874188255307644,7.1125,7.189583333333333,7.0,6.921348314606742,5,4,9,14,0,0,4.969305233896636,1.6666666666666667,0.0,0,1.4375
WC-1990_COL,T-16,Colombia,COL,South American Football Confederation,South America,WC-1990,1990 FIFA Men's World Cup,1990,4,4,round of 16,5.0,5,1,3.0,5.0,5.0,3.75,6.921348314606742,4,4,9,14,2,0,4.969305233896636,1.0,5.0,0,-1.041666666666667
WC-1994_COL,T-16,Colombia,COL,South American Football Confederation,South America,WC-1994,1994 FIFA Men's World Cup,1994,3,4,group stage,4.5,9,2,3.5,4.0,4.5,6.0,6.921348314606742,4,4,9,14,0,-1,0.7071067811865476,1.3333333333333333,4.5,0,0.125
WC-1998_COL,T-16,Colombia,COL,South American Football Confederation,South America,WC-1998,1998 FIFA Men's World Cup,1998,3,1,group stage,4.333333333333333,13,3,3.3333333333333335,4.0,4.333333333333333,6.6,6.921348314606742,5,4,9,14,0,0,0.5773502691896258,0.3333333333333333,4.333333333333333,0,1.2562499999999996
WC-2014_COL,T-16,Colombia,COL,South American Football Confederation,South America,WC-2014,2014 FIFA Men's World Cup,2014,5,12,quarter-finals,3.5,14,4,3.25,1.0,3.0,7.333333333333333,6.921348314606742,6,4,9,14,3,-3,1.7320508075688772,2.4,3.5,0,1.989583333333333
WC-2018_COL,T-16,Colombia,COL,South American Football Confederation,South America,WC-2018,2018 FIFA Men's World Cup,2018,4,6,round of 16,5.2,26,5,3.6,12.0,5.666666666666667,5.8,6.921348314606742,5,4,9,14,2,11,4.08656334834051,1.5,5.2,0,0.5187499999999998
WC-1990_CRI,T-17,Costa Rica,CRI,"Confederation of North, Central American and Caribbean Association Football",Central America,WC-1990,1990 FIFA Men's World Cup,1990,4,4,round of 16,3.218856698856699,0,0,3.1099993260707546,3.3714285714285714,3.461904761904762,3.0,3.0869565217391304,2,2,2,15,2,0,1.914945701178401,1.0,0.0,0,-1.791666666666667
WC-2002_CRI,T-17,Costa Rica,CRI,"Confederation of North, Central American and Caribbean Association Football",Central America,WC-2002,2002 FIFA Men's World Cup,2002,3,5,group stage,4.0,4,1,4.0,4.0,4.0,5.333333333333333,3.0869565217391304,3,2,2,15,0,0,1.914945701178401,1.6666666666666667,4.0,0,0.30208333333333304
WC-2006_CRI,T-17,Costa Rica,CRI,"Confederation of North, Central American and Caribbean Association Football",Central America,WC-2006,2006 FIFA Men's World Cup,2006,3,3,group stage,4.5,9,2,3.5,5.0,4.5,2.5,3.0869565217391304,4,2,2,15,0,1,0.7071067811865476,1.0,4.5,0,-2.09375
WC-2014_CRI,T-17,Costa Rica,CRI,"Confederation of North, Central American and Caribbean Association Football",Central America,WC-2014,2014 FIFA Men's World Cup,2014,5,5,quarter-finals,4.0,12,3,3.3333333333333335,3.0,4.0,4.0,3.0869565217391304,4,2,2,15,3,-2,1.0,1.0,4.0,0,-1.34375
WC-2018_CRI,T-17,Costa Rica,CRI,"Confederation of North, Central American and Caribbean Association Football",Central America,WC-2018,2018 FIFA Men's World Cup,2018,3,2,group stage,4.25,17,4,3.75,5.0,4.333333333333333,2.3333333333333335,3.0869565217391304,3,2,2,15,0,2,0.9574271077563381,0.6666666666666666,4.25,0,-2.9479166666666665
WC-2022_CRI,T-17,Costa Rica,CRI,"Confederation of North, Central American and Caribbean Association Football",Central America,WC-2022,2022 FIFA Men's World Cup,2022,3,3,group stage,3.8,19,5,3.6,2.0,3.3333333333333335,2.5,3.0869565217391304,4,2,2,15,0,-3,1.3038404810405297,1.0,3.8,0,-2.875
WC-1998_HRV,T-18,Croatia,HRV,Union of European Football Associations,Europe,WC-1998,1998 FIFA Men's World Cup,1998,7,11,third-place match,6.507244366894423,0,0,3.762046133160229,6.719457013574661,6.6455505279034695,6.8,6.4903474903474905,15,5,4,16,5,0,4.25745142161159,1.5714285714285714,0.0,0,1.4562499999999998
WC-2002_HRV,T-18,Croatia,HRV,Union of European Football Associations,Europe,WC-2002,2002 FIFA Men's World Cup,2002,3,2,group stage,11.0,11,1,7.0,11.0,11.0,5.6,6.4903474903474905,15,5,4,16,0,0,4.25745142161159,0.6666666666666666,11.0,0,0.5687499999999996
WC-2006_HRV,T-18,Croatia,HRV,Union of European Football Associations,Europe,WC-2006,2006 FIFA Men's World Cup,2006,3,2,group stage,6.5,13,2,5.0,2.0,6.5,5.785714285714286,6.4903474903474905,14,5,4,16,0,-9,6.363961030678928,0.6666666666666666,6.5,0,1.1919642857142856
WC-2014_HRV,T-18,Croatia,HRV,Union of European Football Associations,Europe,WC-2014,2014 FIFA Men's World Cup,2014,3,6,group stage,5.0,15,3,4.333333333333333,2.0,5.0,6.384615384615385,6.4903474903474905,13,5,4,16,0,0,5.196152422706632,2.0,5.0,0,1.040865384615385
WC-2018_HRV,T-18,Croatia,HRV,Union of European Football Associations,Europe,WC-2018,2018 FIFA Men's World Cup,2018,7,14,final,5.25,21,4,4.0,6.0,3.3333333333333335,7.285714285714286,6.4903474903474905,14,5,4,16,6,4,4.272001872658765,2.0,5.25,0,2.0044642857142856
WC-2022_HRV,T-18,Croatia,HRV,Union of European Football Associations,Europe,WC-2022,2022 FIFA Men's World Cup,2022,7,8,third-place match,7.0,35,5,4.6,14.0,7.333333333333333,6.923076923076923,6.4903474903474905,13,5,4,16,5,8,5.385164807134504,1.1428571428571428,7.0,0,1.5480769230769234
WC-1938_CUB,T-19,Cuba,CUB,"Confederation of North, Central American and Caribbean Association Football",Caribbean,WC-1938,1938 FIFA Men's World Cup,1938,3,5,quarter-finals,3.218856698856699,0,0,3.1099993260707546,3.3714285714285714,3.461904761904762,5.0,3.0869565217391304,1,2,1,17,3,0,1.914945701178401,1.6666666666666667,0.0,0,-0.5999999999999996
WC-2006_CZE,T-20,Czech Republic,CZE,Union of European Football Associations,Europe,WC-2006,2006 FIFA Men's World Cup,2006,3,3,group stage,6.507244366894423,0,0,3.762046133160229,6.719457013574661,6.6455505279034695,5.785714285714286,6.4903474903474905,14,5,4,18,0,0,4.25745142161159,1.0,0.0,0,1.1919642857142856
WC-1934_CSK,T-21,Czechoslovakia,CSK,Union of European Football Associations,Europe,WC-1934,1934 FIFA Men's World Cup,1934,4,9,final,6.507244366894423,0,0,3.762046133160229,6.719457013574661,6.6455505279034695,5.333333333333333,6.4903474903474905,12,5,4,19,6,0,4.25745142161159,2.25,0.0,0,0.958333333333333
WC-1938_CSK,T-21,Czechoslovakia,CSK,Union of European Football Associations,Europe,WC-1938,1938 FIFA Men's World Cup,1938,3,5,quarter-finals,9.0,9,1,4.0,9.0,9.0,5.416666666666667,6.4903474903474905,12,5,4,19,3,0,4.25745142161159,1.6666666666666667,9.0,0,-0.18333333333333268
WC-1954_CSK,T-21,Czechoslovakia,CSK,Union of European Football Associations,Europe,WC-1954,1954 FIFA Men's World Cup,1954,2,0,group stage,7.0,14,2,3.5,5.0,7.0,9.5,6.4903474903474905,12,5,4,19,0,-4,2.8284271247461903,0.0,7.0,0,0.75
WC-1958_CSK,T-21,Czechoslovakia,CSK,Union of European Football Associations,Europe,WC-1958,1958 FIFA Men's World Cup,1958,4,9,group stage,4.666666666666667,14,3,3.0,0.0,4.666666666666667,7.916666666666667,6.4903474903474905,12,5,4,19,0,-5,4.509249752822894,2.25,4.666666666666667,0,0.04166666666666696
WC-1962_CSK,T-21,Czechoslovakia,CSK,Union of European Football Associations,Europe,WC-1962,1962 FIFA Men's World Cup,1962,6,7,final,5.75,23,4,3.25,9.0,4.666666666666667,5.1,6.4903474903474905,10,5,4,19,6,9,4.272001872658765,1.1666666666666667,5.75,0,-0.46250000000000036
WC-1970_CSK,T-21,Czechoslovakia,CSK,Union of European Football Associations,Europe,WC-1970,1970 FIFA Men's World Cup,1970,3,2,group stage,6.0,30,5,3.8,7.0,5.333333333333333,5.5,6.4903474903474905,10,5,4,19,0,-2,3.7416573867739413,0.6666666666666666,6.0,0,-0.4375
WC-1982_CSK,T-21,Czechoslovakia,CSK,Union of European Football Associations,Europe,WC-1982,1982 FIFA Men's World Cup,1982,3,2,group stage,5.333333333333333,32,6,3.6666666666666665,2.0,6.0,7.5,6.4903474903474905,14,5,4,19,0,-5,3.723797345005051,0.6666666666666666,5.333333333333333,0,1.416666666666667
WC-1990_CSK,T-21,Czechoslovakia,CSK,Union of European Football Associations,Europe,WC-1990,1990 FIFA Men's World Cup,1990,5,10,quarter-finals,4.857142857142857,34,7,3.5714285714285716,2.0,3.6666666666666665,5.928571428571429,6.4903474903474905,14,5,4,19,3,0,3.625307868699863,2.0,4.857142857142857,0,1.1369047619047619
WC-1986_DNK,T-22,Denmark,DNK,Union of European Football Associations,Europe,WC-1986,1986 FIFA Men's World Cup,1986,4,10,round of 16,6.507244366894423,0,0,3.762046133160229,6.719457013574661,6.6455505279034695,6.214285714285714,6.4903474903474905,14,5,4,20,2,0,4.25745142161159,2.5,0.0,0,0.7142857142857144
WC-1998_DNK,T-22,Denmark,DNK,Union of European Football Associations,Europe,WC-1998,1998 FIFA Men's World Cup,1998,5,9,quarter-finals,10.0,10,1,4.0,10.0,10.0,6.8,6.4903474903474905,15,5,4,20,3,0,4.25745142161159,1.8,10.0,0,1.4562499999999998
WC-2002_DNK,T-22,Denmark,DNK,Union of European Football Associations,Europe,WC-2002,2002 FIFA Men's World Cup,2002,4,5,round of 16,9.5,19,2,4.5,9.0,9.5,5.6,6.4903474903474905,15,5,4,20,2,-1,0.7071067811865476,1.25,9.5,0,0.5687499999999996
WC-2010_DNK,T-22,Denmark,DNK,Union of European Football Associations,Europe,WC-2010,2010 FIFA Men's World Cup,2010,3,3,group stage,8.0,24,3,4.333333333333333,5.0,8.0,5.153846153846154,6.4903474903474905,13,5,4,20,0,-4,2.6457513110645907,1.0,8.0,0,0.6225961538461542
WC-2018_DNK,T-22,Denmark,DNK,Union of European Football Associations,Europe,WC-2018,2018 FIFA Men's World Cup,2018,4,3,round of 16,6.75,27,4,4.0,3.0,5.666666666666667,7.285714285714286,6.4903474903474905,14,5,4,20,2,-2,3.304037933599835,0.75,6.75,0,2.0044642857142856
WC-2022_DNK,T-22,Denmark,DNK,Union of European Football Associations,Europe,WC-2022,2022 FIFA Men's World Cup,2022,3,1,group stage,6.0,30,5,4.0,3.0,3.6666666666666665,6.923076923076923,6.4903474903474905,13,5,4,20,0,0,3.3166247903554,0.3333333333333333,6.0,0,1.5480769230769234
WC-1938_IDN,T-23,Dutch East Indies,IDN,Asian Football Confederation,South East Asia,WC-1938,1938 FIFA Men's World Cup,1938,1,0,round of 16,2.5287698412698414,0,0,3.2121775793650795,2.875,2.75,0.0,2.727272727272727,1,0,10,21,2,0,1.9742978550286596,0.0,0.0,0,-5.6
WC-1974_DDR,T-24,East Germany,DDR,Union of European Football Associations,Europe,WC-1974,1974 FIFA Men's World Cup,1974,6,5,second group stage,6.507244366894423,0,0,3.762046133160229,6.719457013574661,6.6455505279034695,8.666666666666666,6.4903474903474905,9,5,4,22,1,0,4.25745142161159,0.8333333333333334,0.0,0,2.604166666666666
WC-2002_ECU,T-25,Ecuador,ECU,South American Football Confederation,South America,WC-2002,2002 FIFA Men's World Cup,2002,3,2,group stage,7.409094674460387,0,0,3.7874188255307644,7.1125,7.189583333333333,6.4,6.921348314606742,5,4,9,23,0,0,4.969305233896636,0.6666666666666666,0.0,0,1.3687500000000004
WC-2006_ECU,T-25,Ecuador,ECU,South American Football Confederation,South America,WC-2006,2006 FIFA Men's World Cup,2006,4,5,round of 16,2.0,2,1,3.0,2.0,2.0,7.0,6.921348314606742,4,4,9,23,2,0,4.969305233896636,1.25,2.0,0,2.40625
WC-2014_ECU,T-25,Ecuador,ECU,South American Football Confederation,South America,WC-2014,2014 FIFA Men's World Cup,2014,3,3,group stage,3.5,7,2,3.5,5.0,3.5,7.333333333333333,6.921348314606742,6,4,9,23,0,3,2.1213203435596424,1.0,3.5,0,1.989583333333333
WC-2022_ECU,T-25,Ecuador,ECU,South American Football Confederation,South America,WC-2022,2022 FIFA Men's World Cup,2022,3,4,group stage,3.3333333333333335,10,3,3.3333333333333335,3.0,3.3333333333333335,7.25,6.921348314606742,4,4,9,23,0,-2,1.5275252316519468,1.3333333333333333,3.3333333333333335,0,1.875
WC-1934_EGY,T-26,Egypt,EGY,Confederation of African Football,Africa,WC-1934,1934 FIFA Men's World Cup,1934,1,2,round of 16,3.499206349206349,0,0,3.3259920634920634,3.1944444444444446,3.398148148148148,2.0,3.204081632653061,1,1,0,24,2,0,1.7966456998631248,2.0,0.0,0,-2.375
WC-1990_EGY,T-26,Egypt,EGY,Confederation of African Football,Africa,WC-1990,1990 FIFA Men's World Cup,1990,3,1,group stage,2.0,2,1,1.0,2.0,2.0,4.0,3.204081632653061,2,1,0,24,0,0,1.7966456998631248,0.3333333333333333,2.0,0,-0.791666666666667
WC-2018_EGY,T-26,Egypt,EGY,Confederation of African Football,Africa,WC-2018,2018 FIFA Men's World Cup,2018,3,2,group stage,1.5,3,2,2.0,1.0,1.5,3.2,3.204081632653061,5,1,0,24,0,-1,0.7071067811865476,0.6666666666666666,1.5,0,-2.08125
WC-1970_SLV,T-27,El Salvador,SLV,"Confederation of North, Central American and Caribbean Association Football",Central America,WC-1970,1970 FIFA Men's World Cup,1970,3,0,group stage,3.218856698856699,0,0,3.1099993260707546,3.3714285714285714,3.461904761904762,3.0,3.0869565217391304,2,2,2,25,0,0,1.914945701178401,0.0,0.0,0,-2.9375
WC-1982_SLV,T-27,El Salvador,SLV,"Confederation of North, Central American and Caribbean Association Football",Central America,WC-1982,1982 FIFA Men's World Cup,1982,3,1,group stage,0.0,0,1,3.0,0.0,0.0,1.5,3.0869565217391304,2,2,2,25,0,0,1.914945701178401,0.3333333333333333,0.0,0,-4.583333333333333
WC-1950_ENG,T-28,England,ENG,Union of European Football Associations,Europe,WC-1950,1950 FIFA Men's World Cup,1950,3,2,group stage,6.507244366894423,0,0,3.762046133160229,6.719457013574661,6.6455505279034695,6.333333333333333,6.4903474903474905,6,5,4,26,0,0,4.25745142161159,0.6666666666666666,0.0,0,-0.4358974358974361
WC-1954_ENG,T-28,England,ENG,Union of European Football Associations,Europe,WC-1954,1954 FIFA Men's World Cup,1954,3,8,quarter-finals,2.0,2,1,3.0,2.0,2.0,9.5,6.4903474903474905,12,5,4,26,3,0,4.25745142161159,2.6666666666666665,2.0,0,0.75
WC-1958_ENG,T-28,England,ENG,Union of European Football Associations,Europe,WC-1958,1958 FIFA Men's World Cup,1958,4,4,group stage,5.0,10,2,3.0,8.0,5.0,7.916666666666667,6.4903474903474905,12,5,4,26,0,6,4.242640687119285,1.0,5.0,0,0.04166666666666696
WC-1962_ENG,T-28,England,ENG,Union of European Football Associations,Europe,WC-1962,1962 FIFA Men's World Cup,1962,4,5,quarter-finals,4.666666666666667,14,3,3.3333333333333335,4.0,4.666666666666667,5.1,6.4903474903474905,10,5,4,26,3,-4,3.0550504633038935,1.25,4.666666666666667,0,-0.46250000000000036
WC-1966_ENG,T-28,England,ENG,Union of European Football Associations,Europe,WC-1966,1966 FIFA Men's World Cup,1966,6,11,final,4.75,19,4,3.5,5.0,5.666666666666667,7.1,6.4903474903474905,10,5,4,26,6,1,2.5,1.8333333333333333,4.75,1,1.5374999999999996
WC-1970_ENG,T-28,England,ENG,Union of European Football Associations,Europe,WC-1970,1970 FIFA Men's World Cup,1970,4,4,quarter-finals,6.0,30,5,4.0,11.0,6.666666666666667,5.5,6.4903474903474905,10,5,4,26,3,6,3.5355339059327378,1.0,6.0,0,-0.4375
WC-1982_ENG,T-28,England,ENG,Union of European Football Associations,Europe,WC-1982,1982 FIFA Men's World Cup,1982,5,6,second group stage,5.666666666666667,34,6,4.0,4.0,6.666666666666667,7.5,6.4903474903474905,14,5,4,26,1,-7,3.265986323710904,1.2,5.666666666666667,0,1.416666666666667
WC-1986_ENG,T-28,England,ENG,Union of European Football Associations,Europe,WC-1986,1986 FIFA Men's World Cup,1986,5,7,quarter-finals,5.714285714285714,40,7,4.142857142857143,6.0,7.0,6.214285714285714,6.4903474903474905,14,5,4,26,3,2,2.984084768360628,1.4,5.714285714285714,0,0.7142857142857144
WC-1990_ENG,T-28,England,ENG,Union of European Football Associations,Europe,WC-1990,1990 FIFA Men's World Cup,1990,7,8,third-place match,5.875,47,8,4.25,7.0,5.666666666666667,5.928571428571429,6.4903474903474905,14,5,4,26,5,1,2.799872446074234,1.1428571428571428,5.875,0,1.1369047619047619
WC-1998_ENG,T-28,England,ENG,Union of European Football Associations,Europe,WC-1998,1998 FIFA Men's World Cup,1998,4,7,round of 16,6.111111111111111,55,9,4.555555555555555,8.0,7.0,6.8,6.4903474903474905,15,5,4,26,2,1,2.7131367660166177,1.75,6.111111111111111,0,1.4562499999999998
WC-2002_ENG,T-28,England,ENG,Union of European Football Associations,Europe,WC-2002,2002 FIFA Men's World Cup,2002,5,6,quarter-finals,6.2,62,10,4.5,7.0,7.333333333333333,5.6,6.4903474903474905,15,5,4,26,3,-1,2.573367875415838,1.2,6.2,0,0.5687499999999996
WC-2006_ENG,T-28,England,ENG,Union of European Football Associations,Europe,WC-2006,2006 FIFA Men's World Cup,2006,5,6,quarter-finals,6.181818181818182,68,11,4.545454545454546,6.0,7.0,5.785714285714286,6.4903474903474905,14,5,4,26,3,-1,2.442055765873573,1.2,6.181818181818182,0,1.1919642857142856
WC-2010_ENG,T-28,England,ENG,Union of European Football Associations,Europe,WC-2010,2010 FIFA Men's World Cup,2010,4,3,round of 16,6.166666666666667,74,12,4.583333333333333,6.0,6.333333333333333,5.153846153846154,6.4903474903474905,13,5,4,26,2,0,2.32900030576263,0.75,6.166666666666667,0,0.6225961538461542
WC-2014_ENG,T-28,England,ENG,Union of European Football Associations,Europe,WC-2014,2014 FIFA Men's World Cup,2014,3,2,group stage,5.923076923076923,77,13,4.538461538461538,3.0,5.0,6.384615384615385,6.4903474903474905,13,5,4,26,0,-3,2.3965787580611124,0.6666666666666666,5.923076923076923,0,1.040865384615385
WC-2018_ENG,T-28,England,ENG,Union of European Football Associations,Europe,WC-2018,2018 FIFA Men's World Cup,2018,7,12,third-place match,5.642857142857143,79,14,4.428571428571429,2.0,3.6666666666666665,7.285714285714286,6.4903474903474905,14,5,4,26,5,-1,2.530039308212207,1.7142857142857142,5.642857142857143,0,2.0044642857142856
WC-2022_ENG,T-28,England,ENG,Union of European Football Associations,Europe,WC-2022,2022 FIFA Men's World Cup,2022,5,13,quarter-finals,6.066666666666666,91,15,4.6,12.0,5.666666666666667,6.923076923076923,6.4903474903474905,13,5,4,26,3,10,2.9390636669006067,2.6,6.066666666666666,0,1.5480769230769234
WC-1930_FRA,T-30,France,FRA,Union of European Football Associations,Europe,WC-1930,1930 FIFA Men's World Cup,1930,3,4,group stage,6.507244366894423,0,0,3.762046133160229,6.719457013574661,6.6455505279034695,3.5,6.4903474903474905,4,5,4,27,0,0,4.25745142161159,1.3333333333333333,0.0,0,-1.884615384615385
WC-1934_FRA,T-30,France,FRA,Union of European Football Associations,Europe,WC-1934,1934 FIFA Men's World Cup,1934,1,2,round of 16,4.0,4,1,3.0,4.0,4.0,5.333333333333333,6.4903474903474905,12,5,4,27,2,0,4.25745142161159,2.0,4.0,0,0.958333333333333
WC-1938_FRA,T-30,France,FRA,Union of European Football Associations,Europe,WC-1938,1938 FIFA Men's World Cup,1938,2,4,quarter-finals,3.0,6,2,2.0,2.0,3.0,5.416666666666667,6.4903474903474905,12,5,4,27,3,-2,1.4142135623730951,2.0,3.0,1,-0.18333333333333268
WC-1954_FRA,T-30,France,FRA,Union of European Football Associations,Europe,WC-1954,1954 FIFA Men's World Cup,1954,2,3,group stage,3.3333333333333335,10,3,2.0,4.0,3.3333333333333335,9.5,6.4903474903474905,12,5,4,27,0,2,1.1547005383792515,1.5,3.3333333333333335,0,0.75
WC-1958_FRA,T-30,France,FRA,Union of European Football Associations,Europe,WC-1958,1958 FIFA Men's World Cup,1958,6,23,third-place match,3.25,13,4,2.0,3.0,3.0,7.916666666666667,6.4903474903474905,12,5,4,27,5,-1,0.9574271077563381,3.8333333333333335,3.25,0,0.04166666666666696
WC-1966_FRA,T-30,France,FRA,Union of European Football Associations,Europe,WC-1966,1966 FIFA Men's World Cup,1966,3,2,group stage,7.2,36,5,2.8,23.0,10.0,7.1,6.4903474903474905,10,5,4,27,0,20,8.87130204648675,0.6666666666666666,7.2,0,1.5374999999999996
WC-1978_FRA,T-30,France,FRA,Union of European Football Associations,Europe,WC-1978,1978 FIFA Men's World Cup,1978,3,5,group stage,6.333333333333333,38,6,2.8333333333333335,2.0,9.333333333333334,6.3,6.4903474903474905,10,5,4,27,0,-21,8.2138095100061,1.6666666666666667,6.333333333333333,0,-0.07500000000000018
WC-1982_FRA,T-30,France,FRA,Union of European Football Associations,Europe,WC-1982,1982 FIFA Men's World Cup,1982,7,16,third-place match,6.142857142857143,43,7,2.857142857142857,5.0,10.0,7.5,6.4903474903474905,14,5,4,27,5,3,7.515064236331615,2.2857142857142856,6.142857142857143,0,1.416666666666667
WC-1986_FRA,T-30,France,FRA,Union of European Football Associations,Europe,WC-1986,1986 FIFA Men's World Cup,1986,7,12,third-place match,7.375,59,8,3.375,16.0,7.666666666666667,6.214285714285714,6.4903474903474905,14,5,4,27,5,11,7.781617532915083,1.7142857142857142,7.375,0,0.7142857142857144
WC-1998_FRA,T-30,France,FRA,Union of European Football Associations,Europe,WC-1998,1998 FIFA Men's World Cup,1998,7,15,final,7.888888888888889,71,9,3.7777777777777777,12.0,11.0,6.8,6.4903474903474905,15,5,4,27,6,-4,7.440504761849906,2.142857142857143,7.888888888888889,1,1.4562499999999998
WC-2002_FRA,T-30,France,FRA,Union of European Football Associations,Europe,WC-2002,2002 FIFA Men's World Cup,2002,3,0,group stage,8.6,86,10,4.1,15.0,14.333333333333334,5.6,6.4903474903474905,15,5,4,27,0,3,7.366591251499344,0.0,8.6,0,0.5687499999999996
WC-2006_FRA,T-30,France,FRA,Union of European Football Associations,Europe,WC-2006,2006 FIFA Men's World Cup,2006,7,9,final,7.818181818181818,86,11,4.0,0.0,9.0,5.785714285714286,6.4903474903474905,14,5,4,27,6,-15,7.454101982374293,1.2857142857142858,7.818181818181818,0,1.1919642857142856
WC-2010_FRA,T-30,France,FRA,Union of European Football Associations,Europe,WC-2010,2010 FIFA Men's World Cup,2010,3,1,group stage,7.916666666666667,95,12,4.25,9.0,8.0,5.153846153846154,6.4903474903474905,13,5,4,27,0,9,7.115390915388126,0.3333333333333333,7.916666666666667,0,0.6225961538461542
WC-2014_FRA,T-30,France,FRA,Union of European Football Associations,Europe,WC-2014,2014 FIFA Men's World Cup,2014,5,10,quarter-finals,7.384615384615385,96,13,4.153846153846154,1.0,3.3333333333333335,6.384615384615385,6.4903474903474905,13,5,4,27,3,-8,7.0774107970177615,2.0,7.384615384615385,0,1.040865384615385
WC-2018_FRA,T-30,France,FRA,Union of European Football Associations,Europe,WC-2018,2018 FIFA Men's World Cup,2018,7,14,final,7.571428571428571,106,14,4.214285714285714,10.0,6.666666666666667,7.285714285714286,6.4903474903474905,14,5,4,27,6,9,6.8355888352997605,2.0,7.571428571428571,0,2.0044642857142856
